Category,Message,Message_Length
1,costa del sol holiday å await collection call toclaim sae tc pobox stockport skxh coståpm maxmins,97
0,wot student discount u get books,32
0,fineabsolutly fine,18
0,come get b quite diff guess rite,32
1,mobile mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd freefone stoptxt,117
0,reach ur home ltgt minutes,26
0,babe im answering cant see maybe youd better reboot ym got photo great,70
0,hiwhat think match,18
0,know thinkin malaria relax children cant handle malaria would worse gastroenteritis takes enough replace loss temp reduce give malaria meds vomit self limiting illness means days completely stop,194
0,dai downloaded exe file run exe installing,42
0,yesterday true true,19
0,kkhow business,14
0,pa selected,11
1,natalja f inviting friend reply yes see wwwsmsacunat stop send stop frnd,72
0,keep ten rs shelf buy two egg,29
0,late,4
0,well thats nice bad cant eat,28
0,accidentally brought em home box,32
0,pls needs dat slowly vomit,26
0,take exam march,15
0,jane babes goin wrk feel ill lst nite foned already cover chuck,63
0,nightswe nt staying port step liaotoo ex,40
0,die want u stuffs,17
0,oh fuck juswoke bed boatin docks slept wid year old spinout giv u da gossip lr xxx,82
0,smile pleasure smile pain smile trouble pours like rain smile sum hurts u smile becoz someone still loves see u smiling,119
0,prabhaim sorydarealyfrm heart im sory,37
0,remet alex nichols middle school turns hes dealing,50
1,private account statement fone shows unredeemed points call identifier code expires,83
0,means u could keep ur words,27
0,nope im still market,20
0,realise busy guy im trying bother get exams outta way try cars gr day,69
1,chosen receive å award pls call claim number collect award selected receive valued mobile customer,98
0,hey project started aha da,26
0,ok cool see ya,14
0,uworld site buying qbank buying self assessment also,52
0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,83
1,someonone know trying contact via dating service find could call mobile landline boxskch,88
0,yeah still give ride,20
0,jay wants work first hows sound,31
0,gud gudk chikku tke care sleep well gud nyt,43
0,part checking iq,16
0,hmm thinking lor,16
0,course dont tease know simply must see grins keep posted prey loving smile devouring kiss,89
0,thanks temales wonderful thank great week,41
0,thank princess want see nice juicy booty,40
0,havent eaten day im sitting staring juicy pizza cant eat meds ruining life,74
0,gud ni dearslp welltake careswt dreamsmuah,42
0,u come n search tat vidnot finishd,34
0,k im leaving soon little,24
1,urgent please call landline å cash holiday await collection cs sae po box mxy,77
0,yeah work fine started last week stuff dull easy guys fun,57
0,studies alone without anyones help cant need study,50
0,please tell car keys purse,26
0,didnt get anything da,21
0,ok sweet dreams,15
0,well shes big surprise,22
0,usualiam fine happy amp well,28
0,cbe chennai,11
0,help u swoop picking u wherever ur birds r meeting u want,57
0,anyone calls treadmill say youll buy make sure working found ad craigslist selling ltgt,87
0,absolutely love south park recently started watching office,59
0,see film,8
0,pls speak wont ask anything friendship,38
0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person,175
0,gud niswt drmstake care,23
0,hi darlin kate u doin somethin tonight im going pub called swan something parents one drink phone u,99
0,anything lar ì_ going home dinner,33
0,er,2
1,dont prize go another customer tc wwwtcbiz pmin polo ltd suite london wj hl please call back busy,97
0,u fix teethif asapok take care,30
0,u wan come dinner tonight,25
0,hellohow u doingwhat u u b moving flat cos need arrange pick lamp etc take care hello caroline,94
0,latebut kwish,13
0,hi hope ur day good back walk table booked half eight let know ur coming,72
0,oh yeah clearly fault,21
0,dunno leh cant remember mayb lor wat time r meeting tmr,55
0,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night,108
1,urgent mobile number awarded å prize guaranteed call land line claim valid hrs ppm,82
0,helloooo wake sweet morning welcomes enjoy day full joy gud mrng,64
0,vikky come around lttimegt,26
0,princess,8
0,gone get info bt dont know,26
0,yeah probably,13
0,sent ur email id soon,21
1,urgent week free membership å prize jackpot txt word claim tc wwwdbuknet lccltd pobox ldnwarw,93
0,im still pretty weak today bad day,34
0,hey dont forget mine possession property mmm childish smile,59
0,excellent thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urself gn,89
0,hey congrats u id luv ive go home,33
0,dear call,9
0,xy trying smth u eat already havent,35
1,urgent please call landline å cash luxury canary islands holiday await collection tcs sae po box mxy ppm,104
0,donno genes something,21
1,xmas iscoming ur awarded either å cd gift vouchers free entry r å weekly draw txt music tnc wwwldewcomwinppmxagesubscription,124
0,alex says hes ok ok,19
0,u coming funeral home,21
0,darling sister whens school resuming minimum wait period reapply take care,74
0,ill hand phone chat wit u,25
0,well good morning mr hows london treatin ya treacle,51
0,cant make tonight,17
0,time come tomorrow,18
0,ltgt bucks banks fees fixed better call bank find,49
0,tell quite long cos havent finish film yet,42
0,pls ask macho much budget bb bold cos saw new one ltgt dollars,62
0,hi missed call mumhas beendropping red wine theplace adress,59
0,ill mins look,13
0,leave,5
0,im coming back thursday yay gon na ok get money cheers oh yeah everything alright hows school call work,103
0,jolly good way give u tickets sat eve speak x,45
0,yeah thats thinking,19
0,kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb,92
0,got ur favorite oyster n got favorite sashimi ok lar dun say already wait ur stomach start rumbling,99
0,sister going earn da,20
1,get official england poly ringtone colour flag yer mobile tonights game text tone flag optout txt eng stop box wwx å,116
0,hahahause brain dear,20
0,jus finish watching tv u,24
0,k fyi im back parents place south tampa might need deal somewhere else,70
0,good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss,101
0,kothi print marandratha,23
0,havent got da topic yet rite,28
0,ok problem yup im going sch rem correctly,41
0,thanks ill keep mind,20
0,aah bless hows arm,18
0,dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regards,142
0,gal n boy walking park galcan hold ur hand boyy u think would run away galno jst wana c feels walking heaven princegn,117
0,makes happy,11
0,wishing wonderful week,22
0,sweet heart,11
0,sir waiting letter,18
0,dude im longer pisces im aquarius,33
0,x course yrs messages messenger lik r sending,45
0,think steyn surely get one wicket,33
0,neither sterm voice im studying fine sure thing resolved tho anyway fab hols,76
0,garbage bags eggs jam bread hannaford wheat chex,48
0,pride im almost ltgt years old shouldnt takin money kid youre supposed deal stuff grownup stuffwhy dont tell,108
0,sounds better evening im costume im sure time finish tomorrow txt end,69
0,birthday feb ltgt da,20
0,wan na gym,10
0,youd like wouldnt jerk,22
0,u awake snow,12
0,course make stink,17
1,u r subscribed textcomp wkly comp st wks free question follows subsequent wks chargedpmsg unsubscribe txt stop custcare,119
0,go openings room til thanksgiving without upcharge,50
0,guys planning coming,20
0,wat ì_,6
0,parents kidz friends n colleagues screaming surprise waiting sofa naked,71
0,sir thats hr trip bus last week another audition next wednesday think might drive time,86
0,thought put back box,20
0,im home,7
0,one interested may business plan,32
0,yup paragon havent decided whether cut yet hee,46
0,good morning princess great day,31
0,guai ìï shd haf seen hes naughty ìï free today go jogging,57
0,aiyo cos sms ì_ ì_ neva reply wait ì_ reply lar tot ì_ havent finish ur lab wat,79
0,living simple loving also simple laughing simple winning tooo simple simple difficult,85
0,tell something thats okay,25
0,ok,2
0,hmm shall bring bottle wine keep us amused joking ill still bring bottle red white see tomorrow,95
0,ur face test ltgt select number tell ur face astrology waiting quick reply,74
0,hey iouri gave number im wylie ryans friend,43
0,yep get program youre slacking,30
0,im inside officestill filling formsdon know leave,49
0,think mentor percent sure,25
1,call send girls erotic ecstacy pmin stop texts call nat rate,60
1,camera awarded sipix digital camera call fromm landline delivery within days,76
1,å xmas reward waiting computer randomly picked loyal mobile customers receive å reward call,91
0,trying figure im suppose see couple different people week said wed get together didnt set dates,95
1,important message final contact attempt important messages waiting customer claims dept expires call,100
0,hi mom might back later ltgt,28
1,datingi two started sent text talk sport radio last week connection think coincidence,85
0,lol oh got friend dog,21
0,ok problem u frm wats matter,28
0,k ill head mins see,19
0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams,170
0,cant pick phone right pls send message,38
0,dont want leave im barely stay sane fighting constantly isnt helping,68
1,current leading bid pause auction send customer care,52
1,free entry grprizes wkly comp chance win latest nokia psp å cash every wktxt great httpwwwgrprizescom,101
0,somebody set website play hold em using eve online spacebucks,61
0,sunny california weathers cool,30
1,new message call,16
0,make squeezed ltgt bucks dad,28
0,good day toopray meremove teeth painful maintaining stuff,57
0,babes hope ok shit nights sleep fell asleep iåõm knackered iåõm dreading work tonight thou upto tonight x,105
